ID,Name,Surname,Category,Interests,Mentor_ID,Rating
19407,Ayşe,Aydın,Sağlık,"Yoga, Meditasyon, Bitkisel Tedaviler",33048,4
19408,Veli,Yıldız,Yemek,"Izgara Yemekler, Deniz Ürünleri, Geleneksel Mutfaklar",25669,3
19409,Yusuf,Karaduman,Mimar,"Restorasyon, Parklar, Peyzaj Tasarımı",32981,3
19410,Yusuf,Aydın,Spor,"Voleybol, Tenis, Bisiklet",34843,1
19411,Mehmet,Demir,Spor,"Basketbol, Futbol, Voleybol",36054,4
19412,Ali,Aydın,Edebiyat,"Makale, Tarih, Tiyatro",36595,2
19413,Veli,Demir,Edebiyat,"Fantastik Kurgu, Tiyatro, Makale",32067,3
19414,Yusuf,Demir,Hukuk,"İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku",23145,2
19415,Yusuf,Kılıç,Müzik,"Pop Müzik, Klasik Müzik, Rock Müzik",20451,1
19416,Ayşe,Öztürk,Müzik,"Klasik Müzik, Rock Müzik, Jazz Müzik",25790,2
19417,Ahmet,Yıldız,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Film Yapımı ve Sinematografi",37782,1
19418,Ayşe,Şahin,Müzik,"Elektronik Müzik, Rap, Rock Müzik",36046,1
19419,Emre,Yıldız,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Dans ve Performans Sanatları",37082,4
19420,Seda,Öztürk,Sağlık,"Diyet, Bitkisel Tedaviler, Meditasyon",22841,3
19421,Ali,Çelik,Teknoloji,"Mobil Uygulama Geliştirme, Bulut Bilişim ve Büyük Veri, Yazılım Geliştirme",30893,2
19422,Seda,Yılmaz,Edebiyat,"Biyografi, Drama, Şiir",30999,5
19423,Ali,Aydın,Spor,"Futbol, Bisiklet, Yoga",39817,3
19424,Veli,Demir,Teknoloji,"Oyun Geliştirme, İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri",23323,5
19425,Veli,Kaya,Hukuk,"Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme",30971,5
19426,Ahmet,Aydın,Müzik,"Jazz Müzik, Klasik Müzik, Rock Müzik",37574,4
19427,Yusuf,Kılıç,Yemek,"Moleküler Gastronomi, Kafein Kültürü, İtalyan Mutfağı",39206,1
19428,Ahmet,Aydın,Hukuk,"İş Hukuku ve İşçi Hakları, Ceza Hukuku ve Adli Yargı, Gayrimenkul ve Emlak Hukuku",37065,1
19429,Ayşe,Çelik,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Otomasyon ve Robotik",27213,2
19430,Emre,Karaduman,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Yazılım Geliştirme",25294,2
19431,Yusuf,Çelik,Edebiyat,"Deneme, Biyografi, Tarih",22338,5
19432,Ayşe,Şahin,Yemek,"Geleneksel Mutfaklar, Izgara Yemekler, Fransız Mutfağı",39232,2
19433,Ali,Öztürk,Spor,"Pilates, Yoga, Voleybol",22617,3
19434,Yusuf,Kaya,Spor,"Voleybol, Pilates, Bisiklet",22889,2
19435,Ayşe,Çelik,Müzik,"Elektronik Müzik, Jazz Müzik, Klasik Müzik",21756,5
19436,Ayşe,Kaya,Spor,"Futbol, Tenis, Bisiklet",35154,4
19437,Ayşe,Çelik,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Tiyatro ve Drama",29799,1
19438,Fatma,Öztürk,Mimar,"Mimari Teori ve Eleştiri, Restorasyon, Yapı Teknolojileri ve Malzemeler",37771,1
19439,Fatma,Şahin,Teknoloji,"Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi, Siber Güvenlik",24793,2
19440,Mehmet,Kılıç,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Tiyatro ve Drama",23161,1
19441,Fatma,Kılıç,Sağlık,"Meditasyon, Psikoloji, Yoga",23928,5
19442,Veli,Öztürk,Sağlık,"Meditasyon, Psikoloji, Diyet",35038,4
19443,Emre,Demir,Müzik,"Metal Müzik, Pop Müzik, Rock Müzik",30248,4
19444,Yusuf,Şahin,Mimar,"Peyzaj Tasarımı, Restorasyon, Endüstriyel Tasarım",34419,5
19445,Mehmet,Yılmaz,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Siber Güvenlik",34899,3
19446,Fatma,Karaduman,Spor,"Yoga, Bisiklet, Fitness",34315,4
19447,Yusuf,Karaduman,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi",25367,1
19448,Ahmet,Kaya,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku",36666,4
19449,Seda,Şahin,Sanat,"Dans ve Performans Sanatları, Resim ve Çizim, Tiyatro ve Drama",26093,4
19450,Yusuf,Öztürk,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Dans ve Performans Sanatları",31683,2
19451,Ayşe,Aydın,Müzik,"Pop Müzik, Rock Müzik, Halk Müziği",39471,1
19452,Ayşe,Karaduman,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Dans ve Performans Sanatları",22961,4
19453,Ahmet,Yılmaz,Sağlık,"Bitkisel Tedaviler, Diyet, Yoga",36196,2
19454,Veli,Demir,Teknoloji,"Otomasyon ve Robotik, İnternet of Things (IoT), Oyun Geliştirme",26083,5
19455,Ali,Aydın,Spor,"Basketbol, Futbol, Yüzme",28966,3
19456,Ali,Demir,Edebiyat,"Roman Yazımı, Tarih, Felsefe",38290,5
19457,Elif,Kılıç,Müzik,"Rock Müzik, Klasik Müzik, Pop Müzik",22216,5
19458,Seda,Kılıç,Müzik,"Metal Müzik, Elektronik Müzik, Rock Müzik",35054,1
19459,Veli,Yıldız,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Resim ve Çizim",35567,1
19460,Mehmet,Öztürk,Sağlık,"Diyet, Meditasyon, Psikoloji",36703,3
19461,Ahmet,Şahin,Mimar,"Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı",28580,3
19462,Ali,Öztürk,Teknoloji,"Siber Güvenlik, Otomasyon ve Robotik, Veri Bilimi ve Analitik",21582,5
19463,Yusuf,Kaya,Spor,"Fitness, Pilates, Yamaç Paraşütü",34840,1
19464,Ali,Kaya,Sanat,"Moda Tasarımı, Fotoğrafçılık, Tiyatro ve Drama",26412,1
19465,Ayşe,Yılmaz,Spor,"Yüzme, Voleybol, Pilates",27853,2
19466,Veli,Yıldız,Müzik,"Klasik Müzik, Rap, Halk Müziği",24441,2
19467,Emre,Kaya,Spor,"Tenis, Voleybol, Yoga",34853,1
19468,Mehmet,Aydın,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Parklar, Ulaşım ve Altyapı Tasarımı",26581,5
19469,Emre,Şahin,Müzik,"Metal Müzik, Pop Müzik, Jazz Müzik",24140,4
19470,Veli,Demir,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku",32902,3
19471,Ahmet,Yılmaz,Sağlık,"Bitkisel Tedaviler, Meditasyon, Psikoloji",33689,3
19472,Yusuf,Demir,Yemek,"İtalyan Mutfağı, Fransız Mutfağı, Vejetaryen Mutfak",34914,3
19473,Ali,Aydın,Teknoloji,"Siber Güvenlik, Bulut Bilişim ve Büyük Veri, Web Geliştirme",35423,3
19474,Emre,Aydın,Teknoloji,"Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi, Veri Bilimi ve Analitik",25338,4
19475,Emre,Yılmaz,Müzik,"Halk Müziği, Klasik Müzik, Rock Müzik",31161,2
19476,Yusuf,Yılmaz,Mimar,"İç Mekan Tasarımı, Peyzaj Tasarımı, Ofis Yapıları",25776,1
19477,Yusuf,Yılmaz,Yemek,"Moleküler Gastronomi, Fransız Mutfağı, Kafein Kültürü",34165,5
19478,Elif,Karaduman,Yemek,"Vejetaryen Mutfak, Deniz Ürünleri, Tatlı",23012,4
19479,Elif,Yılmaz,Mimar,"Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı",33704,5
19480,Ahmet,Karaduman,Müzik,"Pop Müzik, Metal Müzik, Rock Müzik",33228,3
19481,Veli,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku, Ticaret ve Şirket Hukuku",29441,3
19482,Ayşe,Karaduman,Teknoloji,"Otomasyon ve Robotik, Siber Güvenlik, Oyun Geliştirme",22600,2
19483,Yusuf,Demir,Sanat,"Moda Tasarımı, Fotoğrafçılık, Grafik Tasarım",39987,3
19484,Veli,Yılmaz,Yemek,"Tatlı, Deniz Ürünleri, İtalyan Mutfağı",22444,4
19485,Emre,Yılmaz,Sağlık,"Yoga, Diyet, Psikoloji",37436,1
19486,Ali,Yılmaz,Mimar,"İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı, Endüstriyel Tasarım",34854,1
19487,Ayşe,Çelik,Spor,"Tenis, Voleybol, Futbol",26487,2
19488,Ahmet,Kılıç,Sağlık,"Bitkisel Tedaviler, Diyet, Psikoloji",30470,5
19489,Ahmet,Kılıç,Spor,"Tenis, Basketbol, Bisiklet",35329,2
19490,Ahmet,Öztürk,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Tiyatro ve Drama",23995,2
19491,Fatma,Yıldız,Mimar,"Parklar, Yapı Teknolojileri ve Malzemeler, Ulaşım ve Altyapı Tasarımı",32333,4
19492,Elif,Karaduman,Mimar,"Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı",29948,5
19493,Yusuf,Yıldız,Mimar,"İç Mekan Tasarımı, Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler",38294,2
19494,Ayşe,Demir,Edebiyat,"Drama, Tarih, Roman Yazımı",29896,1
19495,Veli,Kılıç,Sağlık,"Psikoloji, Meditasyon, Bitkisel Tedaviler",30463,5
19496,Ayşe,Demir,Edebiyat,"Drama, Tarih, Çocuk Edebiyatı",31696,5
19497,Emre,Kılıç,Müzik,"Pop Müzik, Metal Müzik, Rock Müzik",25486,2
19498,Seda,Çelik,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Moda Tasarımı",38100,4
19499,Yusuf,Aydın,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Fotoğrafçılık",36773,5
19500,Elif,Yıldız,Sanat,"Resim ve Çizim, Fotoğrafçılık, Dans ve Performans Sanatları",20338,5
19501,Seda,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Oyun Geliştirme, Web Geliştirme",32589,4
19502,Elif,Kılıç,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi",27334,4
19503,Mehmet,Demir,Spor,"Bisiklet, Basketbol, Pilates",30295,4
19504,Ahmet,Demir,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, Deniz Ürünleri",20540,1
19505,Fatma,Öztürk,Sağlık,"Psikoloji, Diyet, Yoga",20476,1
19506,Veli,Şahin,Hukuk,"İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku, Ceza Hukuku ve Adli Yargı",25038,4
19507,Ayşe,Kılıç,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Oyun Geliştirme, Veri Bilimi ve Analitik",32096,5
19508,Mehmet,Öztürk,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Resim ve Çizim",20338,1
19509,Fatma,Demir,Yemek,"Izgara Yemekler, Deniz Ürünleri, Tatlı",30593,1
19510,Ahmet,Çelik,Edebiyat,"Tarih, Şiir, Drama",27849,3
19511,Mehmet,Çelik,Sağlık,"Diyet, Yoga, Meditasyon",25114,2
19512,Seda,Kaya,Yemek,"Izgara Yemekler, Tatlı, Kafein Kültürü",34702,1
19513,Seda,Kılıç,Müzik,"Elektronik Müzik, Halk Müziği, Jazz Müzik",29083,1
19514,Emre,Yıldız,Mimar,"Peyzaj Tasarımı, Parklar, Restorasyon",24368,3
19515,Mehmet,Yıldız,Teknoloji,"Veri Bilimi ve Analitik, Bulut Bilişim ve Büyük Veri, Web Geliştirme",27080,3
19516,Veli,Demir,Müzik,"Jazz Müzik, Metal Müzik, Elektronik Müzik",22678,3
19517,Ali,Kaya,Mimar,"Parklar, Endüstriyel Tasarım, Mimari Teori ve Eleştiri",25785,4
19518,Ali,Demir,Hukuk,"İş Hukuku ve İşçi Hakları, İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku",34745,2
19519,Ayşe,Demir,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet",36643,4
19520,Seda,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları",38988,3
19521,Ali,Öztürk,Müzik,"Klasik Müzik, Rock Müzik, Pop Müzik",24395,5
19522,Ayşe,Aydın,Teknoloji,"Oyun Geliştirme, Otomasyon ve Robotik, Veri Bilimi ve Analitik",27716,4
19523,Elif,Yıldız,Hukuk,"Fikri Mülkiyet Hukuku, Gayrimenkul ve Emlak Hukuku, Çevre Hukuku ve Enerji Hukuku",28301,3
19524,Ali,Şahin,Mimar,"Parklar, Ofis Yapıları, Yapı Teknolojileri ve Malzemeler",32657,1
19525,Fatma,Kaya,Edebiyat,"Bilim Kurgu, Roman Yazımı, Fantastik Kurgu",39842,1
19526,Ali,Çelik,Müzik,"Rock Müzik, Halk Müziği, Elektronik Müzik",21039,4
19527,Yusuf,Şahin,Sağlık,"Psikoloji, Meditasyon, Yoga",32635,4
19528,Fatma,Aydın,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku",37537,4
19529,Elif,Karaduman,Spor,"Pilates, Futbol, Fitness",34051,1
19530,Ali,Aydın,Teknoloji,"Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik, Bulut Bilişim ve Büyük Veri",30058,4
19531,Emre,Aydın,Edebiyat,"Biyografi, Tiyatro, Felsefe",22959,5
19532,Fatma,Çelik,Sağlık,"Diyet, Psikoloji, Meditasyon",24715,5
19533,Mehmet,Çelik,Sağlık,"Yoga, Diyet, Psikoloji",22682,1
19534,Yusuf,Yılmaz,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Restorasyon",32669,3
19535,Ahmet,Aydın,Sanat,"Resim ve Çizim, Grafik Tasarım, Fotoğrafçılık",23026,4
19536,Ayşe,Karaduman,Sağlık,"Yoga, Diyet, Psikoloji",28724,2
19537,Mehmet,Şahin,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları",23318,4
19538,Seda,Demir,Yemek,"Tatlı, Geleneksel Mutfaklar, Kafein Kültürü",38115,3
19539,Mehmet,Çelik,Müzik,"Jazz Müzik, Rap, Klasik Müzik",22226,1
19540,Elif,Demir,Müzik,"Rock Müzik, Elektronik Müzik, Halk Müziği",33556,2
19541,Ayşe,Karaduman,Edebiyat,"Roman Yazımı, Drama, Bilim Kurgu",31874,2
19542,Veli,Çelik,Sanat,"Moda Tasarımı, Resim ve Çizim, Grafik Tasarım",31915,1
19543,Ahmet,Yılmaz,Teknoloji,"Siber Güvenlik, Yazılım Geliştirme, Yapay Zeka ve Makine Öğrenimi",28713,3
19544,Mehmet,Öztürk,Müzik,"Jazz Müzik, Metal Müzik, Rock Müzik",27577,4
19545,Fatma,Kılıç,Sağlık,"Yoga, Diyet, Bitkisel Tedaviler",36237,1
19546,Yusuf,Aydın,Sanat,"Grafik Tasarım, Moda Tasarımı, Resim ve Çizim",30512,2
19547,Veli,Şahin,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Parklar",32859,5
19548,Emre,Demir,Yemek,"Geleneksel Mutfaklar, Tatlı, Vejetaryen Mutfak",39124,5
19549,Emre,Çelik,Yemek,"Izgara Yemekler, Deniz Ürünleri, Kafein Kültürü",28735,3
19550,Veli,Çelik,Spor,"Pilates, Voleybol, Tenis",38732,2
19551,Ali,Demir,Edebiyat,"Şiir, Deneme, Felsefe",25692,4
19552,Elif,Şahin,Spor,"Basketbol, Yüzme, Yoga",28190,2
19553,Ahmet,Öztürk,Edebiyat,"Felsefe, Tiyatro, Çocuk Edebiyatı",29567,2
19554,Fatma,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları, Ceza Hukuku ve Adli Yargı",34333,3
19555,Seda,Karaduman,Edebiyat,"Tiyatro, Makale, Deneme",33126,4
19556,Ayşe,Kaya,Sanat,"Fotoğrafçılık, Film Yapımı ve Sinematografi, Grafik Tasarım",38016,2
19557,Veli,Demir,Teknoloji,"İnternet of Things (IoT), Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi",36455,3
19558,Ali,Çelik,Edebiyat,"Şiir, Bilim Kurgu, Deneme",31471,5
19559,Veli,Öztürk,Sağlık,"Psikoloji, Meditasyon, Bitkisel Tedaviler",23190,4
19560,Yusuf,Karaduman,Sanat,"Fotoğrafçılık, Moda Tasarımı, Resim ve Çizim",35891,4
19561,Ali,Şahin,Mimar,"İç Mekan Tasarımı, Restorasyon, Parklar",24738,3
19562,Fatma,Yıldız,Teknoloji,"Siber Güvenlik, Veri Bilimi ve Analitik, Bulut Bilişim ve Büyük Veri",38636,5
19563,Fatma,Yıldız,Mimar,"Restorasyon, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik",32683,1
19564,Elif,Çelik,Edebiyat,"Çocuk Edebiyatı, Felsefe, Şiir",32758,2
19565,Ayşe,Öztürk,Spor,"Voleybol, Pilates, Futbol",30546,1
19566,Seda,Öztürk,Teknoloji,"Bulut Bilişim ve Büyük Veri, Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme",32137,1
19567,Mehmet,Öztürk,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",27396,3
19568,Ahmet,Demir,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Vejetaryen Mutfak",38073,3
19569,Ali,Demir,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku",20680,3
19570,Emre,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku",21217,2
19571,Seda,Şahin,Mimar,"Mimari Teori ve Eleştiri, Parklar, Restorasyon",24829,4
19572,Ali,Kılıç,Spor,"Futbol, Pilates, Fitness",23522,1
19573,Mehmet,Yıldız,Sağlık,"Bitkisel Tedaviler, Diyet, Yoga",30892,3
19574,Ahmet,Kaya,Mimar,"Restorasyon, İç Mekan Tasarımı, Yeşil Bina ve Sürdürülebilirlik",33148,1
19575,Fatma,Öztürk,Yemek,"Deniz Ürünleri, İtalyan Mutfağı, Tatlı",36314,3
19576,Ali,Öztürk,Mimar,"İç Mekan Tasarımı, Yapı Teknolojileri ve Malzemeler, Ofis Yapıları",39804,4
19577,Ahmet,Öztürk,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Izgara Yemekler",39826,3
19578,Fatma,Çelik,Edebiyat,"Şiir, Çocuk Edebiyatı, Makale",38221,1
19579,Veli,Karaduman,Yemek,"Kafein Kültürü, Geleneksel Mutfaklar, Deniz Ürünleri",37251,1
19580,Elif,Şahin,Spor,"Yoga, Futbol, Yüzme",33431,3
19581,Ayşe,Şahin,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku",38282,2
19582,Seda,Kılıç,Sanat,"Resim ve Çizim, Moda Tasarımı, Grafik Tasarım",34395,1
19583,Yusuf,Aydın,Sağlık,"Diyet, Meditasyon, Bitkisel Tedaviler",23845,4
19584,Seda,Şahin,Spor,"Futbol, Yamaç Paraşütü, Yoga",38948,2
19585,Yusuf,Kılıç,Edebiyat,"Tiyatro, Roman Yazımı, Şiir",36540,2
19586,Emre,Yıldız,Spor,"Yüzme, Futbol, Basketbol",25040,2
19587,Fatma,Şahin,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları",35593,5
19588,Ali,Karaduman,Spor,"Pilates, Fitness, Basketbol",33336,5
19589,Elif,Çelik,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Resim ve Çizim",23209,2
19590,Emre,Çelik,Edebiyat,"Deneme, Fantastik Kurgu, Drama",39354,5
19591,Veli,Yıldız,Hukuk,"Ticaret ve Şirket Hukuku, Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları",35805,4
19592,Yusuf,Öztürk,Mimar,"Parklar, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler",23214,2
19593,Ayşe,Çelik,Sağlık,"Diyet, Meditasyon, Psikoloji",31382,4
19594,Ali,Yılmaz,Yemek,"İtalyan Mutfağı, Moleküler Gastronomi, Izgara Yemekler",20280,5
19595,Emre,Çelik,Teknoloji,"Siber Güvenlik, İnternet of Things (IoT), Veri Bilimi ve Analitik",30861,2
19596,Mehmet,Şahin,Spor,"Fitness, Yamaç Paraşütü, Pilates",34775,3
19597,Yusuf,Kılıç,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Tiyatro ve Drama",29030,5
19598,Elif,Kaya,Spor,"Basketbol, Yüzme, Pilates",26640,5
19599,Elif,Kaya,Mimar,"Yapı Teknolojileri ve Malzemeler, Restorasyon, İç Mekan Tasarımı",23258,4
19600,Ahmet,Kılıç,Edebiyat,"Fantastik Kurgu, Tiyatro, Felsefe",22251,5
19601,Veli,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik, Web Geliştirme",29025,2
19602,Ali,Demir,Hukuk,"Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi, Medeni Hukuk ve Aile Hukuku",25742,4
19603,Elif,Demir,Spor,"Tenis, Futbol, Pilates",38987,1
19604,Seda,Öztürk,Spor,"Voleybol, Futbol, Bisiklet",20270,4
19605,Ali,Yılmaz,Teknoloji,"İnternet of Things (IoT), Web Geliştirme, Yazılım Geliştirme",22662,2
19606,Ahmet,Demir,Sanat,"Dans ve Performans Sanatları, Fotoğrafçılık, Resim ve Çizim",27489,2
19607,Ayşe,Kaya,Edebiyat,"Roman Yazımı, Makale, Deneme",24637,1
19608,Elif,Yılmaz,Yemek,"Kafein Kültürü, Tatlı, Fransız Mutfağı",24678,2
19609,Ayşe,Kılıç,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme",25891,1
19610,Yusuf,Karaduman,Müzik,"Elektronik Müzik, Rap, Rock Müzik",20057,1
19611,Ahmet,Yıldız,Edebiyat,"Roman Yazımı, Şiir, Drama",23514,1
19612,Fatma,Öztürk,Mimar,"Parklar, Yeşil Bina ve Sürdürülebilirlik, Restorasyon",20816,3
19613,Ali,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku",35918,1
19614,Ali,Öztürk,Teknoloji,"Yazılım Geliştirme, Oyun Geliştirme, Mobil Uygulama Geliştirme",32575,2
19615,Emre,Kaya,Hukuk,"İdare Hukuku ve Vergilendirme, Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları",22852,3
19616,Ayşe,Demir,Hukuk,"Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı, İdare Hukuku ve Vergilendirme",31925,3
19617,Yusuf,Öztürk,Mimar,"Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı",39627,1
19618,Ahmet,Kılıç,Edebiyat,"Drama, Deneme, Fantastik Kurgu",25467,5
19619,Elif,Kılıç,Müzik,"Halk Müziği, Klasik Müzik, Rap",38516,2
19620,Veli,Çelik,Spor,"Yamaç Paraşütü, Futbol, Yüzme",25878,3
19621,Yusuf,Yıldız,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Parklar",23729,4
19622,Ayşe,Aydın,Teknoloji,"Bulut Bilişim ve Büyük Veri, Otomasyon ve Robotik, Yazılım Geliştirme",30680,4
19623,Ali,Yıldız,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, Geleneksel Mutfaklar",37824,1
19624,Ahmet,Kılıç,Mimar,"Peyzaj Tasarımı, Ofis Yapıları, Endüstriyel Tasarım",25778,5
19625,Seda,Çelik,Mimar,"Mimari Teori ve Eleştiri, Ofis Yapıları, Ulaşım ve Altyapı Tasarımı",34939,4
19626,Veli,Yılmaz,Edebiyat,"Roman Yazımı, Fantastik Kurgu, Bilim Kurgu",35548,2
19627,Ali,Yılmaz,Teknoloji,"Yazılım Geliştirme, Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme",23435,1
19628,Emre,Demir,Hukuk,"İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku, Ticaret ve Şirket Hukuku",20827,5
19629,Mehmet,Yılmaz,Müzik,"Elektronik Müzik, Pop Müzik, Klasik Müzik",25679,3
19630,Emre,Kılıç,Sağlık,"Meditasyon, Psikoloji, Diyet",31002,1
19631,Ali,Yıldız,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi",35210,1
19632,Elif,Öztürk,Spor,"Futbol, Yoga, Pilates",29471,1
19633,Ahmet,Yılmaz,Sanat,"Tiyatro ve Drama, Grafik Tasarım, Film Yapımı ve Sinematografi",21963,3
19634,Ali,Yıldız,Edebiyat,"Bilim Kurgu, Roman Yazımı, Tarih",29548,3
19635,Ayşe,Karaduman,Sağlık,"Yoga, Psikoloji, Diyet",22124,2
19636,Seda,Kaya,Sanat,"Fotoğrafçılık, Resim ve Çizim, Dans ve Performans Sanatları",33545,3
19637,Ahmet,Kaya,Müzik,"Metal Müzik, Rock Müzik, Pop Müzik",26084,4
19638,Veli,Kılıç,Sanat,"Moda Tasarımı, Fotoğrafçılık, Resim ve Çizim",23727,4
19639,Mehmet,Çelik,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku, Ticaret ve Şirket Hukuku",29186,4
19640,Elif,Kılıç,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Resim ve Çizim",22794,1
19641,Emre,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme",21943,4
19642,Emre,Şahin,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Deniz Ürünleri",36924,2
19643,Mehmet,Yılmaz,Sanat,"Grafik Tasarım, Resim ve Çizim, Moda Tasarımı",35071,4
19644,Ali,Öztürk,Edebiyat,"Tiyatro, Şiir, Deneme",24902,3
19645,Elif,Aydın,Yemek,"Kafein Kültürü, Vejetaryen Mutfak, Moleküler Gastronomi",25850,1
19646,Ayşe,Karaduman,Mimar,"Mimari Teori ve Eleştiri, İç Mekan Tasarımı, Endüstriyel Tasarım",27072,4
19647,Elif,Karaduman,Spor,"Basketbol, Tenis, Voleybol",24041,2
19648,Elif,Karaduman,Sağlık,"Yoga, Diyet, Bitkisel Tedaviler",23235,5
19649,Ahmet,Yılmaz,Spor,"Basketbol, Pilates, Yamaç Paraşütü",35782,5
19650,Mehmet,Yıldız,Müzik,"Jazz Müzik, Pop Müzik, Elektronik Müzik",37729,1
19651,Fatma,Çelik,Sağlık,"Yoga, Psikoloji, Bitkisel Tedaviler",22384,3
