ID,Name,Surname,Category,Interests
33690,Ayşe,Kaya,Spor,"Basketbol, Futbol, Yüzme"
33691,Fatma,Kaya,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, İnternet of Things (IoT)"
33692,Ayşe,Demir,Sağlık,"Psikoloji, Diyet, Yoga"
33693,Seda,Yıldız,Teknoloji,"Otomasyon ve Robotik, Siber Güvenlik, Mobil Uygulama Geliştirme"
33694,Ahmet,Yıldız,Hukuk,"Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları"
33695,Ahmet,Kılıç,Spor,"Tenis, Bisiklet, Yamaç Paraşütü"
33696,Ali,Kaya,Müzik,"Jazz Müzik, Halk Müziği, Pop Müzik"
33697,Seda,Demir,Mimar,"Peyzaj Tasarımı, Mimari Teori ve Eleştiri, Ofis Yapıları"
33698,Ayşe,Öztürk,Teknoloji,"Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT), Mobil Uygulama Geliştirme"
33699,Ali,Aydın,Müzik,"Rap, Jazz Müzik, Metal Müzik"
33700,Emre,Yıldız,Sağlık,"Diyet, Meditasyon, Yoga"
33701,Fatma,Çelik,Spor,"Basketbol, Yüzme, Yamaç Paraşütü"
33702,Emre,Demir,Edebiyat,"Biyografi, Tarih, Deneme"
33703,Emre,Kaya,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Fotoğrafçılık"
33704,Veli,Karaduman,Mimar,"Peyzaj Tasarımı, Parklar, Mimari Teori ve Eleştiri"
33705,Fatma,Aydın,Yemek,"Moleküler Gastronomi, Tatlı, Kafein Kültürü"
33706,Emre,Öztürk,Yemek,"Vejetaryen Mutfak, Moleküler Gastronomi, Kafein Kültürü"
33707,Veli,Çelik,Sanat,"Tiyatro ve Drama, Dans ve Performans Sanatları, Moda Tasarımı"
33708,Veli,Kılıç,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik"
33709,Ali,Şahin,Hukuk,"Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı"
33710,Veli,Demir,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet"
33711,Yusuf,Kılıç,Edebiyat,"Deneme, Felsefe, Tiyatro"
33712,Mehmet,Yıldız,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, Medeni Hukuk ve Aile Hukuku"
33713,Fatma,Yılmaz,Teknoloji,"Siber Güvenlik, Yazılım Geliştirme, İnternet of Things (IoT)"
33714,Ali,Kaya,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi"
33715,Seda,Kılıç,Hukuk,"Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme, Uluslararası Hukuk ve Diplomasi"
33716,Yusuf,Aydın,Spor,"Tenis, Basketbol, Voleybol"
33717,Mehmet,Yıldız,Teknoloji,"Veri Bilimi ve Analitik, Bulut Bilişim ve Büyük Veri, Web Geliştirme"
33718,Mehmet,Yılmaz,Edebiyat,"Biyografi, Makale, Tarih"
33719,Mehmet,Yıldız,Spor,"Yoga, Yamaç Paraşütü, Fitness"
33720,Ayşe,Demir,Edebiyat,"Fantastik Kurgu, Bilim Kurgu, Çocuk Edebiyatı"
33721,Ali,Yılmaz,Teknoloji,"Oyun Geliştirme, Siber Güvenlik, İnternet of Things (IoT)"
33722,Veli,Kaya,Sanat,"Grafik Tasarım, Moda Tasarımı, Resim ve Çizim"
33723,Emre,Öztürk,Sağlık,"Yoga, Meditasyon, Diyet"
33724,Mehmet,Yıldız,Edebiyat,"Makale, Şiir, Tarih"
33725,Mehmet,Aydın,Yemek,"Deniz Ürünleri, Izgara Yemekler, Kafein Kültürü"
33726,Ayşe,Kılıç,Spor,"Yoga, Voleybol, Yüzme"
33727,Fatma,Aydın,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Fransız Mutfağı"
33728,Seda,Şahin,Sağlık,"Meditasyon, Yoga, Diyet"
33729,Ayşe,Demir,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Deniz Ürünleri"
33730,Elif,Öztürk,Müzik,"Halk Müziği, Rock Müzik, Elektronik Müzik"
33731,Veli,Aydın,Müzik,"Jazz Müzik, Rap, Metal Müzik"
33732,Fatma,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları"
33733,Emre,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
33734,Emre,Kaya,Yemek,"İtalyan Mutfağı, Fransız Mutfağı, Geleneksel Mutfaklar"
33735,Fatma,Çelik,Teknoloji,"Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT)"
33736,Elif,Kılıç,Sanat,"Tiyatro ve Drama, Fotoğrafçılık, Film Yapımı ve Sinematografi"
33737,Emre,Yıldız,Sağlık,"Meditasyon, Psikoloji, Diyet"
33738,Elif,Kaya,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT), Otomasyon ve Robotik"
33739,Mehmet,Demir,Hukuk,"İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku"
33740,Mehmet,Şahin,Edebiyat,"Bilim Kurgu, Tiyatro, Drama"
33741,Fatma,Kaya,Sanat,"Moda Tasarımı, Grafik Tasarım, Tiyatro ve Drama"
33742,Yusuf,Kılıç,Müzik,"Jazz Müzik, Pop Müzik, Klasik Müzik"
33743,Elif,Demir,Mimar,"Ofis Yapıları, Endüstriyel Tasarım, İç Mekan Tasarımı"
33744,Ahmet,Öztürk,Spor,"Voleybol, Yüzme, Tenis"
33745,Elif,Demir,Sağlık,"Diyet, Meditasyon, Psikoloji"
33746,Mehmet,Aydın,Yemek,"Fransız Mutfağı, Kafein Kültürü, Deniz Ürünleri"
33747,Emre,Şahin,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik, Mobil Uygulama Geliştirme"
33748,Ahmet,Çelik,Müzik,"Metal Müzik, Rock Müzik, Rap"
33749,Ayşe,Yılmaz,Teknoloji,"Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik, Oyun Geliştirme"
33750,Mehmet,Aydın,Teknoloji,"Bulut Bilişim ve Büyük Veri, Veri Bilimi ve Analitik, İnternet of Things (IoT)"
33751,Ayşe,Aydın,Hukuk,"İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi"
33752,Veli,Demir,Hukuk,"Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku"
33753,Elif,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Felsefe, Tiyatro"
33754,Fatma,Öztürk,Müzik,"Halk Müziği, Jazz Müzik, Pop Müzik"
33755,Ali,Aydın,Sağlık,"Yoga, Psikoloji, Diyet"
33756,Emre,Yılmaz,Mimar,"Restorasyon, Endüstriyel Tasarım, Ofis Yapıları"
33757,Mehmet,Demir,Mimar,"İç Mekan Tasarımı, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı"
33758,Elif,Karaduman,Hukuk,"Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku"
33759,Fatma,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme"
33760,Elif,Kılıç,Edebiyat,"Deneme, Felsefe, Çocuk Edebiyatı"
33761,Elif,Demir,Hukuk,"Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları"
33762,Mehmet,Yıldız,Sağlık,"Psikoloji, Diyet, Meditasyon"
33763,Emre,Karaduman,Sağlık,"Diyet, Psikoloji, Yoga"
33764,Ayşe,Aydın,Hukuk,"Fikri Mülkiyet Hukuku, Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku"
33765,Yusuf,Şahin,Edebiyat,"Çocuk Edebiyatı, Roman Yazımı, Makale"
33766,Veli,Aydın,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Bulut Bilişim ve Büyük Veri"
33767,Elif,Yıldız,Edebiyat,"Drama, Fantastik Kurgu, Felsefe"
33768,Ahmet,Şahin,Spor,"Voleybol, Bisiklet, Yamaç Paraşütü"
33769,Yusuf,Şahin,Mimar,"İç Mekan Tasarımı, Mimari Teori ve Eleştiri, Restorasyon"
33770,Seda,Karaduman,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları"
33771,Seda,Şahin,Hukuk,"Uluslararası Hukuk ve Diplomasi, Medeni Hukuk ve Aile Hukuku, Ceza Hukuku ve Adli Yargı"
33772,Ahmet,Çelik,Edebiyat,"Tarih, Bilim Kurgu, Tiyatro"
33773,Ali,Aydın,Mimar,"Ofis Yapıları, Restorasyon, Parklar"
33774,Mehmet,Yıldız,Edebiyat,"Çocuk Edebiyatı, Biyografi, Felsefe"
33775,Yusuf,Karaduman,Sanat,"Film Yapımı ve Sinematografi, Grafik Tasarım, Dans ve Performans Sanatları"
33776,Seda,Kılıç,Mimar,"Peyzaj Tasarımı, Parklar, Mimari Teori ve Eleştiri"
33777,Elif,Aydın,Sağlık,"Meditasyon, Yoga, Bitkisel Tedaviler"
33778,Ayşe,Demir,Yemek,"Kafein Kültürü, Tatlı, Deniz Ürünleri"
33779,Ali,Öztürk,Edebiyat,"Biyografi, Drama, Makale"
33780,Elif,Kılıç,Müzik,"Elektronik Müzik, Metal Müzik, Pop Müzik"
33781,Fatma,Aydın,Teknoloji,"Yazılım Geliştirme, Otomasyon ve Robotik, Web Geliştirme"
33782,Seda,Şahin,Yemek,"Moleküler Gastronomi, Fransız Mutfağı, Geleneksel Mutfaklar"
33783,Ali,Yılmaz,Mimar,"Restorasyon, Endüstriyel Tasarım, Ulaşım ve Altyapı Tasarımı"
33784,Yusuf,Aydın,Spor,"Bisiklet, Fitness, Yoga"
33785,Yusuf,Demir,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme"
33786,Emre,Karaduman,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı"
33787,Elif,Aydın,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Mobil Uygulama Geliştirme"
33788,Ahmet,Yıldız,Hukuk,"İdare Hukuku ve Vergilendirme, Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları"
33789,Elif,Kaya,Yemek,"Deniz Ürünleri, Kafein Kültürü, Izgara Yemekler"
33790,Fatma,Kaya,Sanat,"Dans ve Performans Sanatları, Resim ve Çizim, Fotoğrafçılık"
33791,Yusuf,Şahin,Edebiyat,"Tarih, Tiyatro, Deneme"
33792,Ahmet,Çelik,Yemek,"Vejetaryen Mutfak, Kafein Kültürü, Deniz Ürünleri"
33793,Ali,Kılıç,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Tatlı"
33794,Ayşe,Demir,Teknoloji,"Oyun Geliştirme, Web Geliştirme, Mobil Uygulama Geliştirme"
33795,Elif,Öztürk,Sanat,"Resim ve Çizim, Dans ve Performans Sanatları, Grafik Tasarım"
33796,Emre,Çelik,Spor,"Voleybol, Basketbol, Yamaç Paraşütü"
33797,Ali,Şahin,Müzik,"Klasik Müzik, Rap, Rock Müzik"
33798,Elif,Yılmaz,Mimar,"Parklar, Yapı Teknolojileri ve Malzemeler, Yeşil Bina ve Sürdürülebilirlik"
33799,Fatma,Şahin,Sanat,"Grafik Tasarım, Moda Tasarımı, Fotoğrafçılık"
33800,Veli,Öztürk,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Ticaret ve Şirket Hukuku, İş Hukuku ve İşçi Hakları"
33801,Emre,Demir,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
33802,Ayşe,Çelik,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Resim ve Çizim"
33803,Seda,Karaduman,Yemek,"Moleküler Gastronomi, İtalyan Mutfağı, Deniz Ürünleri"
33804,Ayşe,Yılmaz,Yemek,"Moleküler Gastronomi, Fransız Mutfağı, Kafein Kültürü"
33805,Fatma,Şahin,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Anayasa Hukuku ve İnsan Hakları"
33806,Mehmet,Kaya,Sağlık,"Psikoloji, Diyet, Yoga"
33807,Veli,Demir,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Resim ve Çizim"
33808,Ali,Şahin,Teknoloji,"Bulut Bilişim ve Büyük Veri, Yapay Zeka ve Makine Öğrenimi, Siber Güvenlik"
33809,Elif,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları"
33810,Ahmet,Öztürk,Edebiyat,"Makale, Şiir, Drama"
33811,Elif,Kılıç,Sağlık,"Diyet, Psikoloji, Yoga"
33812,Yusuf,Şahin,Yemek,"İtalyan Mutfağı, Tatlı, Moleküler Gastronomi"
33813,Veli,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Restorasyon, Ofis Yapıları"
33814,Emre,Karaduman,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları"
33815,Ahmet,Kaya,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi"
33816,Fatma,Şahin,Edebiyat,"Tarih, Şiir, Biyografi"
33817,Veli,Yıldız,Müzik,"Metal Müzik, Rap, Jazz Müzik"
33818,Veli,Yıldız,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Peyzaj Tasarımı, Ofis Yapıları"
33819,Emre,Yılmaz,Mimar,"Mimari Teori ve Eleştiri, Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
33820,Ahmet,Karaduman,Müzik,"Pop Müzik, Rock Müzik, Metal Müzik"
33821,Elif,Çelik,Sanat,"Film Yapımı ve Sinematografi, Grafik Tasarım, Dans ve Performans Sanatları"
33822,Yusuf,Öztürk,Müzik,"Jazz Müzik, Halk Müziği, Rock Müzik"
33823,Ali,Yılmaz,Teknoloji,"Mobil Uygulama Geliştirme, Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi"
33824,Seda,Kaya,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, Anayasa Hukuku ve İnsan Hakları"
33825,Veli,Yılmaz,Müzik,"Rap, Klasik Müzik, Halk Müziği"
33826,Veli,Demir,Spor,"Voleybol, Bisiklet, Basketbol"
33827,Veli,Çelik,Edebiyat,"Roman Yazımı, Fantastik Kurgu, Tarih"
33828,Fatma,Kaya,Spor,"Bisiklet, Futbol, Pilates"
33829,Emre,Kaya,Yemek,"Tatlı, Geleneksel Mutfaklar, Vejetaryen Mutfak"
33830,Seda,Çelik,Spor,"Yamaç Paraşütü, Basketbol, Voleybol"
33831,Emre,Öztürk,Yemek,"Vejetaryen Mutfak, Izgara Yemekler, Fransız Mutfağı"
33832,Ayşe,Öztürk,Yemek,"Izgara Yemekler, Vejetaryen Mutfak, Deniz Ürünleri"
33833,Emre,Kaya,Müzik,"Rock Müzik, Pop Müzik, Klasik Müzik"
33834,Seda,Kaya,Teknoloji,"Yazılım Geliştirme, Otomasyon ve Robotik, Veri Bilimi ve Analitik"
33835,Ahmet,Karaduman,Sağlık,"Diyet, Bitkisel Tedaviler, Meditasyon"
33836,Ahmet,Yılmaz,Teknoloji,"Oyun Geliştirme, Mobil Uygulama Geliştirme, Otomasyon ve Robotik"
33837,Emre,Çelik,Hukuk,"Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları"
33838,Ali,Öztürk,Sanat,"Resim ve Çizim, Dans ve Performans Sanatları, Tiyatro ve Drama"
33839,Seda,Yılmaz,Yemek,"Deniz Ürünleri, Tatlı, Moleküler Gastronomi"
33840,Fatma,Demir,Yemek,"Tatlı, Kafein Kültürü, Moleküler Gastronomi"
33841,Yusuf,Karaduman,Sağlık,"Diyet, Psikoloji, Bitkisel Tedaviler"
33842,Seda,Çelik,Edebiyat,"Tarih, Biyografi, Çocuk Edebiyatı"
33843,Ali,Aydın,Teknoloji,"Veri Bilimi ve Analitik, Web Geliştirme, Yazılım Geliştirme"
33844,Mehmet,Karaduman,Spor,"Pilates, Basketbol, Tenis"
33845,Emre,Yıldız,Mimar,"Yapı Teknolojileri ve Malzemeler, Ulaşım ve Altyapı Tasarımı, Ofis Yapıları"
33846,Ayşe,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Bulut Bilişim ve Büyük Veri, Veri Bilimi ve Analitik"
33847,Ayşe,Yılmaz,Spor,"Tenis, Yüzme, Yoga"
33848,Ayşe,Kaya,Hukuk,"İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları"
33849,Ali,Kaya,Spor,"Voleybol, Tenis, Pilates"
33850,Fatma,Çelik,Mimar,"Peyzaj Tasarımı, Restorasyon, Ofis Yapıları"
33851,Fatma,Öztürk,Teknoloji,"Yazılım Geliştirme, Veri Bilimi ve Analitik, Otomasyon ve Robotik"
33852,Fatma,Şahin,Mimar,"Endüstriyel Tasarım, Peyzaj Tasarımı, Restorasyon"
33853,Ali,Çelik,Müzik,"Klasik Müzik, Metal Müzik, Halk Müziği"
33854,Fatma,Şahin,Edebiyat,"Roman Yazımı, Çocuk Edebiyatı, Makale"
33855,Mehmet,Çelik,Spor,"Yamaç Paraşütü, Basketbol, Yüzme"
33856,Emre,Karaduman,Müzik,"Klasik Müzik, Pop Müzik, Elektronik Müzik"
33857,Ahmet,Öztürk,Yemek,"Vejetaryen Mutfak, Geleneksel Mutfaklar, Deniz Ürünleri"
33858,Ali,Yılmaz,Teknoloji,"Otomasyon ve Robotik, Oyun Geliştirme, Yazılım Geliştirme"
33859,Elif,Kaya,Sanat,"Resim ve Çizim, Dans ve Performans Sanatları, Tiyatro ve Drama"
33860,Elif,Öztürk,Yemek,"Moleküler Gastronomi, Izgara Yemekler, İtalyan Mutfağı"
33861,Elif,Öztürk,Sağlık,"Psikoloji, Yoga, Diyet"
33862,Seda,Kılıç,Sanat,"Grafik Tasarım, Fotoğrafçılık, Film Yapımı ve Sinematografi"
33863,Ayşe,Öztürk,Sağlık,"Yoga, Meditasyon, Bitkisel Tedaviler"
33864,Ali,Yılmaz,Edebiyat,"Makale, Çocuk Edebiyatı, Roman Yazımı"
33865,Emre,Karaduman,Edebiyat,"Deneme, Tarih, Bilim Kurgu"
33866,Ahmet,Karaduman,Hukuk,"İş Hukuku ve İşçi Hakları, Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku"
33867,Ayşe,Kaya,Teknoloji,"Yazılım Geliştirme, Bulut Bilişim ve Büyük Veri, Oyun Geliştirme"
33868,Ali,Şahin,Edebiyat,"Makale, Deneme, Tarih"
33869,Fatma,Şahin,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Tiyatro ve Drama"
33870,Ali,Kaya,Hukuk,"İdare Hukuku ve Vergilendirme, Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku"
33871,Ali,Kılıç,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, Moleküler Gastronomi"
33872,Emre,Yılmaz,Teknoloji,"Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi, Web Geliştirme"
33873,Mehmet,Demir,Mimar,"Parklar, Ulaşım ve Altyapı Tasarımı, Yapı Teknolojileri ve Malzemeler"
33874,Ayşe,Öztürk,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, İnternet of Things (IoT), Web Geliştirme"
33875,Yusuf,Çelik,Müzik,"Halk Müziği, Elektronik Müzik, Pop Müzik"
33876,Ayşe,Öztürk,Müzik,"Rap, Rock Müzik, Metal Müzik"
33877,Emre,Kılıç,Hukuk,"Gayrimenkul ve Emlak Hukuku, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
33878,Seda,Şahin,Mimar,"Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı"
33879,Ahmet,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku, Ticaret ve Şirket Hukuku"
33880,Elif,Çelik,Yemek,"Fransız Mutfağı, Geleneksel Mutfaklar, İtalyan Mutfağı"
33881,Seda,Kaya,Spor,"Fitness, Basketbol, Yamaç Paraşütü"
33882,Fatma,Aydın,Sanat,"Film Yapımı ve Sinematografi, Moda Tasarımı, Grafik Tasarım"
33883,Emre,Kılıç,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Otomasyon ve Robotik"
33884,Ali,Yıldız,Müzik,"Halk Müziği, Pop Müzik, Rock Müzik"
33885,Ahmet,Çelik,Edebiyat,"Roman Yazımı, Biyografi, Bilim Kurgu"
33886,Yusuf,Kılıç,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Peyzaj Tasarımı"
33887,Seda,Karaduman,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku"
33888,Fatma,Yılmaz,Sanat,"Moda Tasarımı, Resim ve Çizim, Dans ve Performans Sanatları"
33889,Yusuf,Yıldız,Edebiyat,"Deneme, Makale, Bilim Kurgu"
33890,Mehmet,Öztürk,Mimar,"Yapı Teknolojileri ve Malzemeler, Restorasyon, İç Mekan Tasarımı"
33891,Emre,Yıldız,Hukuk,"İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku, Ticaret ve Şirket Hukuku"
33892,Ahmet,Çelik,Sanat,"Fotoğrafçılık, Film Yapımı ve Sinematografi, Grafik Tasarım"
33893,Veli,Öztürk,Spor,"Bisiklet, Pilates, Yoga"
33894,Mehmet,Şahin,Hukuk,"İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları"
33895,Yusuf,Demir,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi"
33896,Ali,Aydın,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Moda Tasarımı"
33897,Yusuf,Çelik,Mimar,"Parklar, Ofis Yapıları, Mimari Teori ve Eleştiri"
33898,Fatma,Kılıç,Hukuk,"İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku"
33899,Mehmet,Yılmaz,Sanat,"Moda Tasarımı, Grafik Tasarım, Resim ve Çizim"
33900,Seda,Aydın,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi"
33901,Ayşe,Kılıç,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı, Ticaret ve Şirket Hukuku"
33902,Seda,Öztürk,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı"
33903,Emre,Yıldız,Mimar,"Peyzaj Tasarımı, Parklar, Endüstriyel Tasarım"
33904,Mehmet,Yıldız,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Fotoğrafçılık"
33905,Emre,Karaduman,Sağlık,"Yoga, Diyet, Meditasyon"
33906,Veli,Aydın,Müzik,"Halk Müziği, Rap, Pop Müzik"
33907,Yusuf,Öztürk,Edebiyat,"Fantastik Kurgu, Bilim Kurgu, Çocuk Edebiyatı"
33908,Ahmet,Yılmaz,Teknoloji,"Veri Bilimi ve Analitik, Mobil Uygulama Geliştirme, Yazılım Geliştirme"
33909,Fatma,Aydın,Edebiyat,"Deneme, Drama, Tiyatro"
33910,Ali,Öztürk,Hukuk,"Anayasa Hukuku ve İnsan Hakları, İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku"
33911,Yusuf,Aydın,Spor,"Yamaç Paraşütü, Futbol, Basketbol"
33912,Veli,Öztürk,Edebiyat,"Fantastik Kurgu, Roman Yazımı, Makale"
33913,Veli,Şahin,Teknoloji,"Veri Bilimi ve Analitik, Bulut Bilişim ve Büyük Veri, Mobil Uygulama Geliştirme"
33914,Ahmet,Çelik,Teknoloji,"Web Geliştirme, Otomasyon ve Robotik, Yapay Zeka ve Makine Öğrenimi"
33915,Yusuf,Çelik,Müzik,"Halk Müziği, Pop Müzik, Klasik Müzik"
33916,Ahmet,Aydın,Sanat,"Grafik Tasarım, Resim ve Çizim, Dans ve Performans Sanatları"
33917,Ali,Çelik,Mimar,"Yapı Teknolojileri ve Malzemeler, Restorasyon, Ulaşım ve Altyapı Tasarımı"
33918,Fatma,Şahin,Sağlık,"Psikoloji, Meditasyon, Diyet"
33919,Veli,Demir,Teknoloji,"Web Geliştirme, Mobil Uygulama Geliştirme, Bulut Bilişim ve Büyük Veri"
33920,Emre,Demir,Mimar,"Endüstriyel Tasarım, Mimari Teori ve Eleştiri, Peyzaj Tasarımı"
33921,Mehmet,Aydın,Sağlık,"Psikoloji, Meditasyon, Diyet"
33922,Seda,Şahin,Hukuk,"Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku"
33923,Ayşe,Çelik,Spor,"Yoga, Yüzme, Basketbol"
33924,Seda,Kaya,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Film Yapımı ve Sinematografi"
33925,Veli,Kılıç,Sanat,"Resim ve Çizim, Grafik Tasarım, Film Yapımı ve Sinematografi"
33926,Veli,Öztürk,Müzik,"Halk Müziği, Pop Müzik, Rap"
33927,Mehmet,Aydın,Sağlık,"Meditasyon, Psikoloji, Yoga"
33928,Ahmet,Aydın,Sanat,"Fotoğrafçılık, Grafik Tasarım, Film Yapımı ve Sinematografi"
33929,Seda,Aydın,Sağlık,"Diyet, Yoga, Meditasyon"
33930,Ayşe,Kaya,Edebiyat,"Drama, Çocuk Edebiyatı, Bilim Kurgu"
33931,Fatma,Öztürk,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme"
33932,Elif,Yılmaz,Teknoloji,"İnternet of Things (IoT), Siber Güvenlik, Web Geliştirme"
33933,Ayşe,Demir,Sağlık,"Diyet, Yoga, Bitkisel Tedaviler"
33934,Elif,Aydın,Teknoloji,"Yazılım Geliştirme, Oyun Geliştirme, İnternet of Things (IoT)"
33935,Ahmet,Yıldız,Teknoloji,"Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme"
33936,Seda,Kaya,Yemek,"Deniz Ürünleri, Izgara Yemekler, İtalyan Mutfağı"
33937,Seda,Aydın,Spor,"Yamaç Paraşütü, Voleybol, Fitness"
33938,Fatma,Karaduman,Mimar,"Endüstriyel Tasarım, Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler"
33939,Mehmet,Yıldız,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Web Geliştirme, Mobil Uygulama Geliştirme"
33940,Ali,Kılıç,Mimar,"İç Mekan Tasarımı, Endüstriyel Tasarım, Yeşil Bina ve Sürdürülebilirlik"
